employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP101920,69.0,25.0,DC,Dominant-Conscientious,ENFJ,107.0,26.0,10.0
EMP101921,41.0,62.0,SD,Steadiness-Dominant,ISFP,128.0,25.0,8.0
EMP101922,34.0,41.0,IS,Influencer-Steadiness,ISFP,96.0,27.0,7.0
EMP101923,53.0,44.0,IS,Influencer-Steadiness,INTP,123.0,20.0,1.0
EMP101924,21.0,59.0,SI,Steadiness-Influencer,ESFJ,130.0,29.0,9.0
EMP101925,91.0,90.0,IS,Influencer-Steadiness,ISFJ,89.0,37.0,7.0
EMP101926,34.0,90.0,DS,Dominant-Steadiness,ESTJ,84.0,21.0,6.0
EMP101927,33.0,56.0,DI,Dominant-Influencer,ENTP,,24.0,1.0
EMP101928,71.0,39.0,CS,Conscientious-Steadiness,ENFJ,99.0,24.0,4.0
EMP101929,22.0,65.0,SI,Steadiness-Influencer,ISTP,89.0,27.0,1.0
EMP101930,66.0,38.0,CS,Conscientious-Steadiness,ENTP,,,10.0
EMP101931,92.0,69.0,IS,Influencer-Steadiness,ESFJ,,28.0,9.0
EMP101932,28.0,74.0,SC,Steadiness-Conscientious,ESFP,,,1.0
EMP101933,43.0,33.0,DC,Dominant-Conscientious,ESFP,136.0,26.0,10.0
EMP101934,25.0,58.0,SI,Steadiness-Influencer,ENFP,118.0,25.0,8.0
EMP101935,24.0,71.0,IS,Influencer-Steadiness,ESFP,84.0,17.0,7.0
EMP101936,87.0,62.0,IS,Influencer-Steadiness,ISFP,100.0,29.0,1.0
EMP101937,92.0,65.0,DC,Dominant-Conscientious,ENTJ,99.0,30.0,1.0
EMP101938,74.0,62.0,ID,Influencer-Dominant,ISTP,81.0,34.0,4.0
EMP101939,24.0,84.0,ID,Influencer-Dominant,ESFP,86.0,23.0,8.0
EMP101940,94.0,71.0,DS,Dominant-Steadiness,ESTP,,,4.0
EMP101941,31.0,89.0,IC,Influencer-Conscientious,ESTJ,103.0,32.0,2.0
EMP101942,27.0,23.0,SC,Steadiness-Conscientious,ISTJ,125.0,30.0,7.0
EMP101943,61.0,88.0,CI,Conscientious-Influencer,INTP,,,2.0
EMP101944,52.0,57.0,SC,Steadiness-Conscientious,ESFJ,99.0,30.0,9.0
EMP101945,35.0,49.0,CD,Conscientious-Dominant,ISTP,128.0,29.0,8.0
EMP101946,55.0,20.0,,Conscientious-Steadiness,ISFP,,,6.0
EMP101947,26.0,26.0,CI,Conscientious-Influencer,ENFJ,122.0,22.0,8.0
EMP101948,75.0,54.0,ID,Influencer-Dominant,ENTP,108.0,26.0,4.0
EMP101949,92.0,89.0,DC,Dominant-Conscientious,INFJ,86.0,27.0,1.0
EMP101950,98.0,76.0,DS,Dominant-Steadiness,INTP,84.0,31.0,5.0
EMP101951,75.0,28.0,DC,Dominant-Conscientious,ESTP,125.0,22.0,1.0
EMP101952,44.0,35.0,,Dominant-Conscientious,INTJ,116.0,17.0,3.0
EMP101953,60.0,60.0,CD,Conscientious-Dominant,ENFJ,128.0,33.0,2.0
EMP101954,43.0,88.0,IS,Influencer-Steadiness,INTJ,108.0,25.0,1.0
EMP101955,79.0,82.0,CS,Conscientious-Steadiness,ESFJ,113.0,27.0,7.0
EMP101956,46.0,62.0,SI,Steadiness-Influencer,INFJ,121.0,21.0,4.0
EMP101957,95.0,35.0,DS,Dominant-Steadiness,INFP,139.0,16.0,2.0
EMP101958,24.0,70.0,IC,Influencer-Conscientious,ESFJ,,24.0,4.0
EMP101959,92.0,72.0,IS,Influencer-Steadiness,INFP,101.0,24.0,3.0
EMP101960,78.0,46.0,SC,Steadiness-Conscientious,,82.0,19.0,7.0
EMP101961,75.0,57.0,IS,Influencer-Steadiness,,95.0,25.0,2.0
EMP101962,23.0,96.0,,Influencer-Dominant,ENTP,99.0,30.0,9.0
EMP101963,51.0,92.0,SI,Steadiness-Influencer,ESFP,105.0,31.0,4.0
EMP101964,91.0,87.0,CI,Conscientious-Influencer,INTP,118.0,27.0,10.0
EMP101965,43.0,40.0,SI,Steadiness-Influencer,INFP,113.0,17.0,6.0
EMP101966,67.0,24.0,IC,Influencer-Conscientious,,115.0,38.0,6.0
EMP101967,20.0,74.0,CI,Conscientious-Influencer,ISTP,,,7.0
EMP101968,37.0,61.0,SC,Steadiness-Conscientious,INFJ,98.0,26.0,9.0
EMP101969,73.0,21.0,SC,Steadiness-Conscientious,INTP,,,1.0
EMP101970,88.0,53.0,SC,Steadiness-Conscientious,ENFJ,90.0,21.0,1.0
EMP101971,41.0,96.0,SC,Steadiness-Conscientious,ENFJ,97.0,26.0,5.0
EMP101972,94.0,51.0,IC,Influencer-Conscientious,ISFP,120.0,20.0,3.0
EMP101973,61.0,32.0,CI,Conscientious-Influencer,ENTP,109.0,30.0,2.0
EMP101974,81.0,23.0,CS,Conscientious-Steadiness,ISFP,,,8.0
EMP101975,60.0,55.0,IC,Influencer-Conscientious,ISTJ,106.0,30.0,4.0
EMP101976,25.0,80.0,SI,Steadiness-Influencer,ESFJ,,,2.0
EMP101977,42.0,64.0,CS,Conscientious-Steadiness,ISFJ,135.0,25.0,9.0
EMP101978,37.0,37.0,SI,Steadiness-Influencer,,139.0,35.0,2.0
EMP101979,34.0,74.0,SD,Steadiness-Dominant,INFP,98.0,39.0,1.0
EMP101980,32.0,65.0,IC,Influencer-Conscientious,ESFJ,139.0,19.0,9.0
EMP101981,70.0,48.0,IS,Influencer-Steadiness,,,,5.0
EMP101982,41.0,41.0,SC,Steadiness-Conscientious,INFJ,108.0,35.0,5.0
EMP101983,89.0,25.0,DI,Dominant-Influencer,ISFP,119.0,27.0,1.0
EMP101984,20.0,35.0,CD,Conscientious-Dominant,ENFP,125.0,27.0,1.0
EMP101985,43.0,62.0,,Influencer-Conscientious,,98.0,16.0,7.0
EMP101986,37.0,64.0,SC,Steadiness-Conscientious,ISTJ,131.0,28.0,7.0
EMP101987,100.0,48.0,ID,Influencer-Dominant,INFJ,119.0,32.0,4.0
EMP101988,43.0,51.0,ID,Influencer-Dominant,INFJ,109.0,41.0,5.0
EMP101989,76.0,34.0,DS,Dominant-Steadiness,,91.0,18.0,4.0
EMP101990,88.0,45.0,SI,Steadiness-Influencer,ENTJ,,,5.0
EMP101991,84.0,69.0,CD,Conscientious-Dominant,ISFJ,132.0,25.0,4.0
EMP101992,49.0,67.0,IC,Influencer-Conscientious,,110.0,30.0,5.0
EMP101993,20.0,37.0,SC,Steadiness-Conscientious,ESFP,135.0,45.0,8.0
EMP101994,96.0,55.0,SI,Steadiness-Influencer,ENFJ,90.0,20.0,4.0
EMP101995,26.0,42.0,SC,Steadiness-Conscientious,ENTP,134.0,41.0,8.0
EMP101996,52.0,78.0,DS,Dominant-Steadiness,INTP,,24.0,6.0
EMP101997,23.0,44.0,DC,Dominant-Conscientious,ISTP,,,1.0
EMP101998,42.0,21.0,CS,Conscientious-Steadiness,,,19.0,2.0
EMP101999,76.0,68.0,DC,Dominant-Conscientious,INFP,90.0,25.0,8.0
DUP9129,28.0,51.0,IC,Influencer-Conscientious,ESFP,93.0,36.0,2.0
DUP9015,26.0,42.0,SC,Steadiness-Conscientious,ENTP,134.0,41.0,8.0
DUP5237,99.0,61.0,DS,Dominant-Steadiness,ESFP,121.0,30.0,10.0
DUP2722,83.0,22.0,DI,Dominant-Influencer,ISTJ,124.0,18.0,2.0
DUP3015,81.0,55.0,CD,Conscientious-Dominant,ESFP,87.0,22.0,6.0
DUP1942,55.0,54.0,CD,Conscientious-Dominant,ISFP,,,8.0
DUP2096,27.0,62.0,SD,Steadiness-Dominant,ISFJ,,,4.0
DUP4177,41.0,22.0,DS,Dominant-Steadiness,ENTJ,,,8.0
DUP9801,37.0,64.0,SC,Steadiness-Conscientious,ISTJ,131.0,28.0,7.0
DUP3452,60.0,65.0,ID,Influencer-Dominant,ESFJ,90.0,38.0,7.0
